X,Y,Z,formation
0.579952267303103,1067.67698019802,1032.48456531312,layer
1.73985680190931,1067.67698019802,1031.47078868649,layer
2.89976133651551,1067.67698019802,1030.44860924489,layer
4.05966587112172,1067.67698019802,1029.41805852561,layer
5.21957040572792,1067.67698019802,1028.37918658693,layer
6.37947494033413,1067.67698019802,1027.33206239881,layer
7.53937947494033,1067.67698019802,1026.27677417084,layer
8.69928400954654,1067.67698019802,1025.21342961927,layer
9.85918854415275,1067.67698019802,1024.14215617444,layer
11.019093078759,1067.67698019802,1023.06310113063,layer
12.1789976133652,1067.67698019802,1021.97643174093,layer
13.3389021479714,1067.67698019802,1020.88233526146,layer
14.4988066825776,1067.67698019802,1019.78101894588,layer
15.6587112171838,1067.67698019802,1018.67270999496,layer
16.81861575179,1067.67698019802,1017.55765546134,layer
17.9785202863962,1067.67698019802,1016.43612211384,layer
19.1384248210024,1067.67698019802,1015.30839626159,layer
20.2983293556086,1067.67698019802,1014.17478353757,layer
21.4582338902148,1067.67698019802,1013.03560864295,layer
22.618138424821,1067.67698019802,1011.89121505147,layer
23.7780429594272,1067.67698019802,1010.74196467217,layer
24.9379474940334,1067.67698019802,1009.58823746798,layer
26.0978520286396,1067.67698019802,1008.43043103098,layer
27.2577565632458,1067.67698019802,1007.26896010776,layer
28.417661097852,1067.67698019802,1006.10425607744,layer
29.5775656324582,1067.67698019802,1004.93676637765,layer
30.7374701670644,1067.67698019802,1003.76695387726,layer
31.8973747016706,1067.67698019802,1002.59529619585,layer
33.0572792362769,1067.67698019802,1001.42228497063,layer
34.2171837708831,1067.67698019802,1000.24842506768,layer
35.3770883054893,1067.67698019802,999.074233742198,layer
36.5369928400955,1067.67698019802,997.90023974888,layer
37.6968973747017,1067.67698019802,996.726982404493,layer
38.8568019093079,1067.67698019802,995.555010603479,layer
40.0167064439141,1067.67698019802,994.384881794598,layer
41.1766109785203,1067.67698019802,993.2171609176,layer
42.3365155131265,1067.67698019802,992.052419303785,layer
43.4964200477327,1067.67698019802,990.891233546587,layer
44.6563245823389,1067.67698019802,989.734184339526,layer
45.8162291169451,1067.67698019802,988.581855286291,layer
46.9761336515513,1067.67698019802,987.434831685139,layer
48.1360381861575,1067.67698019802,986.293699282978,layer
49.2959427207637,1067.67698019802,985.159043003601,layer
50.4558472553699,1067.67698019802,984.031445643879,layer
51.6157517899761,1067.67698019802,982.91148653999,layer
52.7756563245823,1067.67698019802,981.799740196992,layer
53.9355608591885,1067.67698019802,980.696774880256,layer
55.0954653937948,1067.67698019802,979.603151166113,layer
56.255369928401,1067.67698019802,978.519420447235,layer
57.4152744630072,1067.67698019802,977.446123391201,layer
58.5751789976134,1067.67698019802,976.383788350708,layer
59.7350835322196,1067.67698019802,975.33292972426,layer
60.8949880668258,1067.67698019802,974.294046270166,layer
62.054892601432,1067.67698019802,973.267619374994,layer
63.2147971360382,1067.67698019802,972.254111285525,layer
64.3747016706444,1067.67698019802,971.253963306779,layer
65.5346062052506,1067.67698019802,970.267593982309,layer
66.6945107398568,1067.67698019802,969.295397265436,layer
67.854415274463,1067.67698019802,968.337740700867,layer
69.0143198090692,1067.67698019802,967.394963632905,layer
70.1742243436754,1067.67698019802,966.467375463311,layer
71.3341288782816,1067.67698019802,965.555253982384,layer
72.4940334128878,1067.67698019802,964.658843797457,layer
73.653937947494,1067.67698019802,963.778354888971,layer
74.8138424821002,1067.67698019802,962.913961321901,layer
75.9737470167065,1067.67698019802,962.065800140903,layer
77.1336515513127,1067.67698019802,961.23397048199,layer
78.2935560859189,1067.67698019802,960.418532926618,layer
79.4534606205251,1067.67698019802,959.619509130804,layer
80.6133651551313,1067.67698019802,958.836881752082,layer
81.7732696897375,1067.67698019802,958.070594700999,layer
82.9331742243437,1067.67698019802,957.32055373746,layer
84.0930787589499,1067.67698019802,956.586627430894,layer
85.2529832935561,1067.67698019802,955.868648495962,layer
86.4128878281623,1067.67698019802,955.166415513435,layer
87.5727923627685,1067.67698019802,954.479695040413,layer
88.7326968973747,1067.67698019802,953.808224107313,layer
89.8926014319809,1067.67698019802,953.151713092608,layer
91.0525059665871,1067.67698019802,952.509848965507,layer
92.2124105011933,1067.67698019802,951.882298872137,layer
93.3723150357995,1067.67698019802,951.268714042817,layer
94.5322195704057,1067.67698019802,950.66873398886,layer
95.6921241050119,1067.67698019802,950.081990949577,layer
96.8520286396181,1067.67698019802,949.508114550466,layer
98.0119331742243,1067.67698019802,948.946736623387,layer
99.1718377088306,1067.67698019802,948.397496139834,layer
100.331742243437,1067.67698019802,947.860044200803,layer
